"","Identifiant","Num_Commande","Montant","DateCreation","Date_Mis_À_Jour","Identifiant_Utilisateur","Paiment","Id_Adresse","typeCommande","Identifiant-2","Date_Creation-2","Prenom","Nom","Identifiant-3","id_Produit","id_StatutProduit","idOrder","Quantite","Date_Creation-3","Montant_Article_Commandé","Bank_Charge","Mode_Transport","Pays","MethodeTransport","Largeur","Longueur","Profondeur","Identifiant-4","Nom1","Identifiant-5","Nom_Produit","Prix_Produit","Devise","Description","Couleur","Taille","Date_Creation-4","idcat2","FraisExpe","DaviseFraisE","colorsNull","Mode_Transport-2","Ville","oder_id2","Annee","Mois","Semaine","Jour","Jour_de_la_semaine","Jours"
"45",733,"SMA12371",45572,2023-04-07,2023-04-07,19,"ORANGE MONEY",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",733,"2023",4,"vendredi","07","vendredi",7
"46",732,"SMA12370",45572,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",732,"2023",4,"vendredi","07","vendredi",7
"47",731,"SMA12369",45572,2023-04-07,2023-04-07,19,"ORANGE MONEY",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",731,"2023",4,"vendredi","07","vendredi",7
"48",730,"SMA12368",45572,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",730,"2023",4,"vendredi","07","vendredi",7
"49",729,"SMA12367",198840.67375,2023-04-07,2023-04-07,19,"Espece",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",842,5473,13,729,1,2023-04-07,52.25,5.225,"groupage","france","avion",10,50,10,1,"OUVERT",5473,"Tommy Hilfiger Sweat Homme Hoody LS Hwk avec Capuche",52.25,"EUR","Tommy Hilfiger Sweat Homme Hoody LS Hwk avec Capuche","Grey Heather","S",2023-04-07,"NULL",12,"EUR","[]","avion","dakar plateau",729,"2023",4,"vendredi","07","vendredi",7
"50",728,"SMA12366",48278,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",728,"2023",4,"vendredi","07","vendredi",7
"51",727,"SMA12365",48278,2023-04-07,2023-04-07,19,"WIZALL MONEY",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",727,"2023",4,"vendredi","07","vendredi",7
"52",726,"SMA12364",48278,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",726,"2023",4,"vendredi","07","vendredi",7
"53",725,"SMA12363",48278,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",725,"2023",4,"vendredi","07","vendredi",7
"54",724,"SMA12362",48278,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",724,"2023",4,"vendredi","07","vendredi",7
"55",723,"SMA12361",48278,2023-04-07,2023-04-07,19,"ORANGE MONEY",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",723,"2023",4,"vendredi","07","vendredi",7
"56",722,"SMA12360",48278,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","dakar plateau",722,"2023",4,"vendredi","07","vendredi",7
"57",721,"SMA12359",198840.67375,2023-04-07,2023-04-07,19,"Espece",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",841,5472,13,721,1,2023-04-07,56,5.6,"groupage","france","avion",10,50,10,1,"OUVERT",5472,"DC Shoes Court Graffik, Baskets Basses Homme",56,"EUR","DC Shoes Court Graffik, Baskets Basses Homme","Noir Black","43 EU",2023-04-07,"NULL",12,"EUR","[]","avion","dakar plateau",721,"2023",4,"vendredi","07","vendredi",7
"58",720,"SMA12358",33779,2023-04-07,2023-04-07,19,"ORANGE MONEY",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","Ddakar plateau",720,"2023",4,"vendredi","07","vendredi",7
"59",719,"SMA12357",33779,2023-04-07,2023-04-07,19,"ORANGE MONEY",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","Ddakar plateau",719,"2023",4,"vendredi","07","vendredi",7
"60",718,"SMA12356",33779,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","Ddakar plateau",718,"2023",4,"vendredi","07","vendredi",7
"61",717,"SMA12355",33779,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","Ddakar plateau",717,"2023",4,"vendredi","07","vendredi",7
"62",716,"SMA12354",33779,2023-04-07,2023-04-07,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",198840.67375,198840.67375,198840.67375,628.807106598985,1.01522842639594,2022-10-13,162.039746192893,11.820523857868,"NULL","NULL","NULL",17.7382527918782,37.9993126903553,14.0623482233503,1,"OUVERT",5372.58883248731,"NULL",161.659035532995,"NULL","NULL","NULL","NULL",2022-10-13,"NULL",42.4389453557935,"NULL","NULL","NULL","Ddakar plateau",716,"2023",4,"vendredi","07","vendredi",7
"63",715,"SMA12353",198840.67375,2023-04-07,2023-04-07,19,"Espece",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",840,5471,13,715,1,2023-04-07,27.93,2.793,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5471,"PUMA Smash V2 L, Baskets Basses Mixte",27.93,"EUR","PUMA Smash V2 L, Baskets Basses Mixte","Puma White Puma White","42 EU",2023-04-07,"NULL",6,"EUR","[]","avion","Ddakar plateau",715,"2023",4,"vendredi","07","vendredi",7
"64",714,"SMA12352",33800,2023-04-07,2023-04-07,71,"ESPECE",1,"COMMANDE SMA FROM AMAZON",71,2023-02-28,"dame","ndiaye",839,5470,29,714,1,2023-04-07,27.93,2.793,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5470,"PUMA Smash V2 L, Baskets Basses Mixte",27.93,"EUR","PUMA Smash V2 L, Baskets Basses Mixte","Puma White Puma White","42 EU",2023-04-07,"NULL",6,"EUR","[]","avion","mayomba",714,"2023",4,"vendredi","07","vendredi",7
"65",713,"SMA12351",198840.67375,2023-03-31,2023-03-31,19,"ORANGE MONEY",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",838,5469,13,713,1,2023-03-31,52.25,5.225,"groupage","france","bateau",10,50,10,1,"OUVERT",5469,"Tommy Hilfiger Sweat Homme Hoody LS Hwk avec Capuche",52.25,"EUR","Tommy Hilfiger Sweat Homme Hoody LS Hwk avec Capuche","Navy Blazer","M",2023-03-31,"NULL",6.27,"EUR","[]","bateau","dakar",713,"2023",3,"vendredi","31","vendredi",31
"66",712,"SMA12350",198840.67375,2023-03-31,2023-03-31,19,"Espece",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",837,5468,13,712,1,2023-03-31,35.95,3.595,"groupage","france","avion",10,50,10,1,"OUVERT",5468,"PUMA Smash V2, Baskets Mixte",35.95,"EUR","PUMA Smash V2, Baskets Mixte","Castlerock Puma Black Puma White","43 EU",2023-03-31,"NULL",12,"EUR","[]","avion","dakar",712,"2023",3,"vendredi","31","vendredi",31
"67",711,"SMA12349",198840.67375,2023-03-31,2023-03-31,19,"Espece",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",836,5467,13,711,1,2023-03-31,35.95,3.595,"groupage","france","avion",10,50,10,1,"OUVERT",5467,"PUMA Smash V2, Baskets Mixte",35.95,"EUR","PUMA Smash V2, Baskets Mixte","Castlerock Puma Black Puma White","43 EU",2023-03-31,"NULL",12,"EUR","[]","avion","dakar",711,"2023",3,"vendredi","31","vendredi",31
"68",710,"SMA12348",45800,2023-03-31,2023-03-31,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",835,5466,13,710,1,2023-03-31,45,4.5,"groupage","usa","avion",10,50,10,1,"OUVERT",5466,"Under Armour Men's Charged Assert 9 Running Shoe",45,"USD","Under Armour Men's Charged Assert 9 Running Shoe","Blue Note (402)/White","7.5",2023-03-31,"NULL",21.0379643787626,"USD","[]","avion","dakar",710,"2023",3,"vendredi","31","vendredi",31
"69",709,"SMA12347",723200,2023-03-14,2023-07-14,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",834,5465,2,709,1,2023-03-14,868,60.76,"groupage","france","avion",10,50,10,1,"OUVERT",5465,"Apple iPhone 14 (128 Go) - Minuit",868,"EUR","Apple iPhone 14 (128 Go) - Minuit","Mauve","128 Go",2023-03-14,"NULL",173.6,"EUR","[]","avion","dakar plateau",709,"2023",3,"mardi","14","mardi",14
"70",708,"SMA12346",31200,2023-03-09,2023-07-14,19,"BANKTRANSFERT",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",833,5464,2,708,1,2023-03-09,32.25,3.225,"groupage","france","avion",10,50,10,1,"OUVERT",5464,"Lacoste Sport Homme T-shirt à Manches Longues",32.25,"EUR","Lacoste Sport Homme T-shirt à Manches Longues","Marine","XXL",2023-03-09,"NULL",12,"EUR","[]","avion","dakar",708,"2023",3,"jeudi","09","jeudi",9
"71",707,"SMA12345",54600,2023-03-09,2023-03-09,19,"BANKTRANSFERT",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",832,5463,13,707,1,2023-03-09,63.95,6.395,"groupage","france","avion",10,50,10,1,"OUVERT",5463,"Tommy Hilfiger Sweat Homme Hoody LS Hwk avec Capuche",63.95,"EUR","Tommy Hilfiger Sweat Homme Hoody LS Hwk avec Capuche","Navy Blazer","S",2023-03-09,"NULL",12.79,"EUR","[]","avion","dakar",707,"2023",3,"jeudi","09","jeudi",9
"72",706,"SMA12344",32300,2023-03-09,2023-03-09,19,"BANKTRANSFERT",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",831,5462,13,706,1,2023-03-09,33.75,3.375,"groupage","france","avion",10,50,10,1,"OUVERT",5462,"BOSS Hommes TShirtRN 3P Classic Lot de Trois t-Shirts en Jersey de Coton",33.75,"EUR","BOSS Hommes TShirtRN 3P Classic Lot de Trois t-Shirts en Jersey de Coton","Open Miscellaneous972","M",2023-03-09,"NULL",12,"EUR","[]","avion","dakar",706,"2023",3,"jeudi","09","jeudi",9
"73",702,"SMA12340",198840.67375,2023-02-10,2023-02-10,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",827,5458,13,702,1,2023-02-10,19.9,1.393,"groupage","france","avion",10,10,10,1,"OUVERT",5458,"New Era New York Yankees Olive Pack 9forty Adjustable Cap",19.9,"EUR","New Era New York Yankees Olive Pack 9forty Adjustable Cap","940-Yankees-Black#29952","Taille unique",2023-02-10,"NULL",6,"EUR","[]","avion","dakar",702,"2023",2,"vendredi","10","vendredi",10
"74",702,"SMA12340",198840.67375,2023-02-10,2023-02-10,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",826,5457,13,702,1,2023-02-10,34.95,2.4465,"groupage","france","avion",10,50,10,1,"OUVERT",5457,"BOSS Hommes Cap-1 Casquette en Twill de Coton à Logo Contrastant",34.95,"EUR","BOSS Hommes Cap-1 Casquette en Twill de Coton à Logo Contrastant","Noir","Taille unique",2023-02-10,"NULL",12,"EUR","[]","avion","dakar",702,"2023",2,"vendredi","10","vendredi",10
"75",701,"SMA12339",198840.67375,2023-02-10,2023-02-10,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",825,5456,13,701,1,2023-02-10,34.95,2.4465,"groupage","france","avion",10,50,10,1,"OUVERT",5456,"BOSS Hommes Cap-1 Casquette en Twill de Coton à Logo Contrastant",34.95,"EUR","BOSS Hommes Cap-1 Casquette en Twill de Coton à Logo Contrastant","Noir","Taille unique",2023-02-10,"NULL",12,"EUR","[]","avion","diamagune",701,"2023",2,"vendredi","10","vendredi",10
"76",699,"SMA12338",200,2023-01-29,2023-07-14,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",823,5454,2,699,1,2023-01-29,40,2.8,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5454,"PUMA Smash V2 L, Baskets Mixte",40,"EUR","PUMA Smash V2 L, Baskets Mixte","Blanc White High Risk Red Team Gold","37.5 EU",2023-01-29,"NULL",8,"EUR","[]","avion","DAKAR PLATEAU",699,"2023",1,"dimanche","29","dimanche",29
"77",698,"SMA12337",200,2023-01-29,2023-01-29,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",822,5453,13,698,1,2023-01-29,40,2.8,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5453,"PUMA Smash V2 L, Baskets Mixte",40,"EUR","PUMA Smash V2 L, Baskets Mixte","Blanc White High Risk Red Team Gold","37.5 EU",2023-01-29,"NULL",8,"EUR","[]","avion","DAKAR PLATEAU",698,"2023",1,"dimanche","29","dimanche",29
"78",697,"SMA12336",41701,2023-01-29,2023-01-29,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",821,5452,13,697,1,2023-01-29,40,2.8,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5452,"PUMA Smash V2 L, Baskets Mixte",40,"EUR","PUMA Smash V2 L, Baskets Mixte","Blanc White High Risk Red Team Gold","37.5 EU",2023-01-29,"NULL",8,"EUR","[]","avion","DAKAR PLATEAU",697,"2023",1,"dimanche","29","dimanche",29
"79",696,"SMA12335",41701,2023-01-29,2023-01-29,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",820,5451,13,696,1,2023-01-29,40,2.8,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5451,"PUMA Smash V2 L, Baskets Mixte",40,"EUR","PUMA Smash V2 L, Baskets Mixte","Blanc White High Risk Red Team Gold","37.5 EU",2023-01-29,"NULL",8,"EUR","[]","avion","DAKAR PLATEAU",696,"2023",1,"dimanche","29","dimanche",29
"80",695,"SMA12334",41701,2023-01-29,2023-01-29,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",819,5450,13,695,1,2023-01-29,40,2.8,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5450,"PUMA Smash V2 L, Baskets Mixte",40,"EUR","PUMA Smash V2 L, Baskets Mixte","Blanc White High Risk Red Team Gold","37.5 EU",2023-01-29,"NULL",8,"EUR","[]","avion","DAKAR PLATEAU",695,"2023",1,"dimanche","29","dimanche",29
"81",694,"SMA12333",41701,2023-01-29,2023-01-29,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",818,5449,13,694,1,2023-01-29,40,2.8,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5449,"PUMA Smash V2 L, Baskets Mixte",40,"EUR","PUMA Smash V2 L, Baskets Mixte","Blanc White High Risk Red Team Gold","37.5 EU",2023-01-29,"NULL",8,"EUR","[]","avion","dakar plateau",694,"2023",1,"dimanche","29","dimanche",29
"82",693,"SMA12332",25600,2023-01-23,2023-01-23,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",817,5448,13,693,1,2023-01-23,16.99,1.1893,"groupage","usa","avion",10,50,10,1,"OUVERT",5448,"Men's Thicken Cardigan Sweaters Slim Fit Zip Up Knitted Sweater Jacket Stand Collar Winter Warm Coats with Pockets",16.99,"USD","Men's Thicken Cardigan Sweaters Slim Fit Zip Up Knitted Sweater Jacket Stand Collar Winter Warm Coats with Pockets","Black","Large",2023-01-23,"NULL",21.0379643787626,"USD","[]","avion","dakar plateau",693,"2023",1,"lundi","23","lundi",23
"83",692,"SMA12331",24200,2023-01-23,2023-01-23,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",816,5447,13,692,1,2023-01-23,14.99,1.0493,"groupage","usa","avion",10,50,10,1,"OUVERT",5447,"Men's Thicken Cardigan Sweaters Slim Fit Zip Up Knitted Sweater Jacket Stand Collar Winter Warm Coats with Pockets",14.99,"USD","Men's Thicken Cardigan Sweaters Slim Fit Zip Up Knitted Sweater Jacket Stand Collar Winter Warm Coats with Pockets","Black","X-Large",2023-01-23,"NULL",21.0379643787626,"USD","[]","avion","dakar plateau",692,"2023",1,"lundi","23","lundi",23
"84",691,"SMA12330",24200,2023-01-23,2023-01-23,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",815,5446,13,691,1,2023-01-23,14.99,1.0493,"groupage","usa","avion",10,50,10,1,"OUVERT",5446,"Men's Thicken Cardigan Sweaters Slim Fit Zip Up Knitted Sweater Jacket Stand Collar Winter Warm Coats with Pockets",14.99,"USD","Men's Thicken Cardigan Sweaters Slim Fit Zip Up Knitted Sweater Jacket Stand Collar Winter Warm Coats with Pockets","Black","XX-Large",2023-01-23,"NULL",21.0379643787626,"USD","[]","avion","dakar plateau",691,"2023",1,"lundi","23","lundi",23
"85",689,"SMA12329",15417,2023-01-18,2023-01-18,19,"WAVE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",813,5444,7,689,1,2023-01-18,17.99,1.2593,"groupage","usa","avion",12.7,12.7,1.778,1,"OUVERT",5444,"Sireck Cold Weather Balaclava Ski Mask, Water Resistant and Windproof Fleece Thermal Face Mask, Hunting Cycling Motorcycle Neck Warmer Hood Winter Gear for Men Women",17.99,"USD","Sireck Cold Weather Balaclava Ski Mask, Water Resistant and Windproof Fleece Thermal Face Mask, Hunting Cycling Motorcycle Neck Warmer Hood Winter Gear for Men Women","N/A","N/A",2023-01-18,"NULL",4.4975,"USD","[]","avion","dakar",689,"2023",1,"mercredi","18","mercredi",18
"86",685,"SMA12326",34100,2023-01-07,2023-07-14,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",809,5440,2,685,1,2023-01-07,37.28,2.6096,"groupage","france","avion",10,50,10,1,"OUVERT",5440,"Hilax Chaussures de Sécurité Homme Légère Baskets de Sécurité Embout Acier Protection Confortable Respirante Chaussures de Travail Femme",37.28,"EUR","Hilax Chaussures de Sécurité Homme Légère Baskets de Sécurité Embout Acier Protection Confortable Respirante Chaussures de Travail Femme","Noir","44 EU",2023-01-07,"NULL",12,"EUR","[]","avion","dakar plateau",685,"2023",1,"samedi","07","samedi",7
"87",680,"SMA12322",40200,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",803,5434,13,680,1,2023-01-06,45.99,3.2193,"groupage","france","avion",10,50,10,1,"OUVERT",5434,"Ascenseur Sneakers Homme Chaussures Respirant Maille Mode Sport Baskets Léger Antidérapantes Chaussures à Lacets",45.99,"EUR","Ascenseur Sneakers Homme Chaussures Respirant Maille Mode Sport Baskets Léger Antidérapantes Chaussures à Lacets","Gris","37 EU",2023-01-06,"NULL",12,"EUR","[]","avion","mbour",680,"2023",1,"vendredi","06","vendredi",6
"88",679,"SMA12321",51700,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",802,5433,13,679,1,2023-01-06,61.98,4.3386,"groupage","france","avion",10,50,10,1,"OUVERT",5433,"Tommy Hilfiger Sweat Homme Hoody LS Hwk avec Capuche",61.98,"EUR","Tommy Hilfiger Sweat Homme Hoody LS Hwk avec Capuche","Grey Heather","S",2023-01-06,"NULL",12.396,"EUR","[]","avion","dakar",679,"2023",1,"vendredi","06","vendredi",6
"89",678,"SMA12320",33200,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",801,5432,13,678,1,2023-01-06,35.99,2.5193,"groupage","france","avion",10,50,10,1,"OUVERT",5432,"Robe Pull Femme Elégant Robe Tricoté Col V Manche Longue Casual Robe Automne Hiver Tunique Chic Jupe Courte Robe Moulante Slim avec Ceinture",35.99,"EUR","Robe Pull Femme Elégant Robe Tricoté Col V Manche Longue Casual Robe Automne Hiver Tunique Chic Jupe Courte Robe Moulante Slim avec Ceinture","N/A","N/A",2023-01-06,"NULL",12,"EUR","[]","avion","dakar plateau",678,"2023",1,"vendredi","06","vendredi",6
"90",677,"SMA12319",36600,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",800,5431,13,677,1,2023-01-06,40.92,2.8644,"groupage","france","avion",10,50,10,1,"OUVERT",5431,"PUMA Tazon 6 FM, Baskets Homme",40.92,"EUR","PUMA Tazon 6 FM, Baskets Homme","Puma White Puma Black Puma Silver","42 EU",2023-01-06,"NULL",12,"EUR","[]","avion","dakar plateau",677,"2023",1,"vendredi","06","vendredi",6
